Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Description,Investor Names
Series A - PayCode Inc,https://www.crunchbase.com/funding_round/paycode-inc-series-a--cc3f9621,"Gauteng, NA - South Africa, South Africa, Africa",PayCode Inc,https://www.crunchbase.com/organization/paycode-inc,Series A,,,,2021-11-22,Paycode is a fintech that combines biometric digital identity and payments in one platform.,Investment One
Seed Round - The Africa Blockchain Center,https://www.crunchbase.com/funding_round/the-africa-blockchain-center-seed--2ca1b398,"Kenyase, Ashanti, Ghana, Africa",The Africa Blockchain Center,https://www.crunchbase.com/organization/the-africa-blockchain-center,Seed,,,,2021-10-21,The Africa Blockchain Center is a Kenyan startup focused on building technology capacity and offering blockchain solutions to key sectors.,Next Chymia Consulting
Seed Round - Brass,https://www.crunchbase.com/funding_round/brass-452b-seed--2b4b9aff,"Lekki, Lagos, Nigeria, Africa",Brass,https://www.crunchbase.com/organization/brass-452b,Seed,1700000,USD,1700000,2021-10-21,Brass is a digital bank that provides small and medium businesses with a suite of products and tools designed to help them grow.,"Acuity Ventures, Ezra Olubi, Hustle Fund, Olugbenga Agboola, Uncovered Fund, Ventures Platform"
Series A - Asante Financial Services Group,https://www.crunchbase.com/funding_round/asante-financial-services-group-series-a--f4d410fc,"Nairobi, Nairobi Area, Kenya, Africa",Asante Financial Services Group,https://www.crunchbase.com/organization/asante-financial-services-group,Series A,7500000,USD,7500000,2021-10-18,Asante Financial Services Group is a company that focuses on facilitating financial independence for businesses and individuals.,"Forsage Holdings, Goodwell Investments, Sorenson Impact Foundation"
Convertible Note - Sabi Am,https://www.crunchbase.com/funding_round/sabi-am-convertible-note--55967f98,"Lagos, Lagos, Nigeria, Africa",Sabi Am,https://www.crunchbase.com/organization/sabi-am,Convertible Note,6000000,USD,6000000,2021-11-25,Sabi Am is a category agnostic B2B network for informal trade focused on accelerating the velocity of commerce.,CRE Venture Capital
Seed Round - Semicolon,https://www.crunchbase.com/funding_round/semicolon-ba67-seed--3d34d123,"Yaba, Lagos, Nigeria, Africa",Semicolon,https://www.crunchbase.com/organization/semicolon-ba67,Seed,1200000,USD,1200000,2021-11-04,"Semicolon turning our vibrant youth population into an army of technologists, software developers, enterprise architects, project managers.","Consonance Investment Managers, Launch Africa"
Debt Financing - Credit Mutuel du Senegal,https://www.crunchbase.com/funding_round/credit-mutuel-du-senegal-debt-financing--dc6a5d08,"Dakar, Dakar, Senegal, Africa",Credit Mutuel du Senegal,https://www.crunchbase.com/organization/credit-mutuel-du-senegal,Debt Financing,5800000,USD,5800000,2021-11-08,Credit Mutuel du Senegal is a microfinance institution that offers banking services such as loans and savings.,Oikocredit International
Seed Round - Sle3ti,https://www.crunchbase.com/funding_round/sle3ti-seed--eaf7242c,"Casablanca, Grand Casablanca, Morocco, Africa",Sle3ti,https://www.crunchbase.com/organization/sle3ti,Seed,1333333,USD,1333333,2021-11-09,B2B e-commerce platform for mom & pop stores,
Pre Seed Round - BasiGo,https://www.crunchbase.com/funding_round/basigo-pre-seed--10b91d5d,"Nairobi, Nairobi Area, Kenya, Africa",BasiGo,https://www.crunchbase.com/organization/basigo,Pre-Seed,1000000,USD,1000000,2021-11-02,BasiGo is an e-mobility start-up looking to revolutionize the public transportation sector.,"Climate Capital, Third Derivative"
Pre Seed Round - BlinkApp,https://www.crunchbase.com/funding_round/blinkapp-pre-seed--a138556a,"Cairo, Al Qahirah, Egypt, Africa",BlinkApp,https://www.crunchbase.com/organization/blinkapp,Pre-Seed,270000,USD,270000,2021-11-11,Automatic Accident Detection and Notification by smartphone only.,"Ah Moniem, Ha Taji, Os Majeed"
Venture Round - Absa Bank,https://www.crunchbase.com/funding_round/absa-bank-series-unknown--bad0be03,"Johannesburg, NA - South Africa, South Africa, Africa",Absa Bank,https://www.crunchbase.com/organization/absa-bank,Venture - Series Unknown,250000000,USD,250000000,2021-11-17,"Absa Group Limited, is a South African financial services provider, offering personal and business banking, corporate and investment banking",International Finance Corporation
Pre Seed Round - PaySika,https://www.crunchbase.com/funding_round/paysika-pre-seed--298d4ded,"Douala, Littoral, Cameroon, Africa",PaySika,https://www.crunchbase.com/organization/paysika,Pre-Seed,300000,EUR,347991,2021-10-15,PaySika is a financial technology startup developing mobile and web-based banking solutions for French-speaking African countries.,"Adedayo Amzat, Benjamin Chemla, Charles Delingpole, Charles-Edouard Bouee, Damien Guermonprez, Didier Valet, Oliver Tilloy, Thibault Poutrel"
Grant - BlinkApp,https://www.crunchbase.com/funding_round/blinkapp-grant--ccdc087c,"Cairo, Al Qahirah, Egypt, Africa",BlinkApp,https://www.crunchbase.com/organization/blinkapp,Grant,15000,USD,15000,2017-04-27,Automatic Accident Detection and Notification by smartphone only.,MIT Enterprise Forum Pan Arab Region
Seed Round - Sympl,https://www.crunchbase.com/funding_round/sympl-4045-seed--10e9a6ef,"Cairo, Al Qahirah, Egypt, Africa",Sympl,https://www.crunchbase.com/organization/sympl-4045,Seed,6000000,USD,6000000,2021-12-09,Sympl is a company that provides buy now pay later service.,"A15, BECO Capital, Global Ventures"
Pre Seed Round - Jise,https://www.crunchbase.com/funding_round/jise-pre-seed--96d0eb09,"Lagos, Lagos, Nigeria, Africa",Jise,https://www.crunchbase.com/organization/jise,Pre-Seed,100000,USD,100000,2021-10-26,Jise is a food delivery platform that connects customers with local and national businesses.,"Backroom Capital, Enagwolor Johnny, Winsten Ltd"
Pre Seed Round - mSwali,https://www.crunchbase.com/funding_round/mswali-pre-seed--4090e003,"Nairobi, Nairobi Area, Kenya, Africa",mSwali,https://www.crunchbase.com/organization/mswali,Pre-Seed,,,,2021-10-25,mSwali is a mobile-based learning game with in-build learning games for the African market.,
Seed Round - Sendbox,https://www.crunchbase.com/funding_round/sendbox-seed--83a07251,"Lagos, Lagos, Nigeria, Africa",Sendbox,https://www.crunchbase.com/organization/sendbox,Seed,1800000,USD,1800000,2021-10-18,Infrastructure for peer-to-peer social commerce,"4DX Ventures, Enza Capital, FJ Labs, Flexport, Golden Palm Investments, Y Combinator"
Seed Round - Plstka,https://www.crunchbase.com/funding_round/plstka-seed--8ba99abe,"Tanta, Al Gharbiyah, Egypt, Africa",Plstka,https://www.crunchbase.com/organization/plstka,Seed,,,,2021-12-07,Plstka is solid waste management and recycling company that collects solid trash from gamification mobile app.,"Alex Angels, HIVOS"
Angel Round - Sendchamp,https://www.crunchbase.com/funding_round/sendchamp-angel--cc7919f4,"Lagos, Lagos, Nigeria, Africa",Sendchamp,https://www.crunchbase.com/organization/sendchamp,Angel,100000,USD,100000,2021-12-01,Sendchamp provides Communication APIs & CRM for developers & businesses in Africa to reach their customers via different messaging channels.,"DFS Lab, HoaQ, Lanre Ogungbe, Merijn Campsteyn, Prosper Otemuyiwa, Samson Goddy, Velocity Digital"
Debt Financing - RFH Healthcare,https://www.crunchbase.com/funding_round/rfh-healthcare-debt-financing--fa4f717f,"Nairobi, Nairobi Area, Kenya, Africa",RFH Healthcare,https://www.crunchbase.com/organization/rfh-healthcare,Debt Financing,,,,2021-11-10,RFH Healthcare offers healthcare and community based social services through its hospitals.,AfricInvest
Funding Round - Healthtracka,https://www.crunchbase.com/funding_round/healthtracka-undisclosed--8a053aba,"Lagos, Lagos, Nigeria, Africa",Healthtracka,https://www.crunchbase.com/organization/healthtracka,Funding Round,,,,2021-10-18,Healthtracka is an at-home lab testing company in Africa,"Techstars, Techstars Toronto Accelerator"
Funding Round - Duhqa,https://www.crunchbase.com/funding_round/duhqa-undisclosed--677767fc,"Nairobi, Nairobi Area, Kenya, Africa",Duhqa,https://www.crunchbase.com/organization/duhqa,Funding Round,,,,2021-10-18,Duhqa is a last mile end to end supply chain & distribution technology platform.,"Techstars, Techstars Toronto Accelerator"
Seed Round - Sabi Am,https://www.crunchbase.com/funding_round/sabi-am-seed--0a3136c3,"Lagos, Lagos, Nigeria, Africa",Sabi Am,https://www.crunchbase.com/organization/sabi-am,Seed,2000000,USD,2000000,2021-08-30,Sabi Am is a category agnostic B2B network for informal trade focused on accelerating the velocity of commerce.,"Atlantica Ventures, CRE Venture Capital, Janngo, Waarde Capital"
Pre Seed Round - Igugu Global,https://www.crunchbase.com/funding_round/igugu-global-pre-seed--874d29ae,"Johannesburg, NA - South Africa, South Africa, Africa",Igugu Global,https://www.crunchbase.com/organization/igugu-global,Pre-Seed,,,,2021-09-13,"Igugu Global provides climate transition analytics to search, structure, and finance sustainable infrastructure projects.","Techstars, Techstars Sustainability, in partnership with The Nature Conservancy"
Funding Round - Liquid Telecom,https://www.crunchbase.com/funding_round/liquid-telecom-undisclosed--7f2cba05,"Ebène, Plaines Wilhems, Mauritius, Africa",Liquid Telecom,https://www.crunchbase.com/organization/liquid-telecom,Funding Round,250000000,USD,250000000,2021-11-08,"Liquid Telecom is an independent data, voice, and IP provider that is committed to building Africa’s digital future.",IFC Venture Capital Group
Series A - Octopus Network,https://www.crunchbase.com/funding_round/octopus-network-series-a--a3815f51,"Mahé, Beau Vallon, Seychelles, Africa",Octopus Network,https://www.crunchbase.com/organization/octopus-network,Series A,5000000,USD,5000000,2021-08-31,"Octopus is a cryptonetwork for launching and running Web3.0 application specific blockchains, aka appchains.","Aussie Capital, Autonomy Capital, Bhex.com, Bigcoin Capital, Chainridge, Continue Capital, Debio, Digital Currency Group, Discovol, Elevate Ventures, Finance Ventures, Gains Associates, Gate.io, GFS Ventures, GTA Venture, Jigsaw VC, Jubi Lab, K300 Venture, LCG Ventures, Mayor Capital, Megala Ventures, Meridian Capital, Myriad Social, NetZero Capital, OIG Ventures, Vestigium, VIC Group, Westorm, Youbi Capital"
Seed Round - ILLA,https://www.crunchbase.com/funding_round/illa-seed--ca8f7049,"Gîza, Al Jizah, Egypt, Africa",ILLA,https://www.crunchbase.com/organization/illa,Seed,2000000,USD,2000000,2021-10-19,ILLA is an asset-light FMCG-focused middle mile delivery logistics company.,"AUC Angels, Cubit Ventures, Flat6Labs Egypt, Golden Palm Investments, Kepple Africa Ventures, LoftyInc Capital Management, Oqal Angel Network, Watheeq Financial Services"
Grant - Helm,https://www.crunchbase.com/funding_round/helm-31f9-grant--55cc95c6,"Cairo, Al Qahirah, Egypt, Africa",Helm,https://www.crunchbase.com/organization/helm-31f9,Grant,400000,USD,400000,2021-12-08,Helm provides organisation leading inclusion solutions and promotes participation of persons with disabilities in all aspects of life.,Google.org
Debt Financing - Trade and Development Bank -TDB,https://www.crunchbase.com/funding_round/trade-and-development-bank-tdb-debt-financing--93815e0d,"Reduit, Moka, Mauritius, Africa",Trade and Development Bank -TDB,https://www.crunchbase.com/organization/trade-and-development-bank-tdb,Debt Financing,20000000,USD,20000000,2021-11-09,"Trade and Development Bank is a multilateral, treaty-based development financial institution.",
Private Equity Round - MNT-Halan,https://www.crunchbase.com/funding_round/mnt-halan-private-equity--f359f14b,"Cairo, Al Qahirah, Egypt, Africa",MNT-Halan,https://www.crunchbase.com/organization/mnt-halan,Private Equity,120000000,USD,120000000,2021-09-08,MNT-Halan is a microfinance lending and payments company.,"Algebra Ventures, Apis Partners, Battery Road Digital Holdings, Development Partners International, Disruptech, Egypt Ventures, Endeavor Catalyst, GB Capital, Lorax Capital Partners, Middle East Venture Partners (MEVP), Nowais Capital, Shaka Ventures, Unidelta, Wamda Capital"
Grant - Salpha Energy,https://www.crunchbase.com/funding_round/salpha-energy-grant--5f524ccd,"Lagos, Lagos, Nigeria, Africa",Salpha Energy,https://www.crunchbase.com/organization/salpha-energy,Grant,50000,USD,50000,2021-01-12,Salpha aims to tap solar energy for a cleaner and more sustainable future for everyone.,"All On, United States African Development Foundation"
Pre Seed Round - Pravica,https://www.crunchbase.com/funding_round/pravica-pre-seed--50dd14f0,"Cairo, Al Qahirah, Egypt, Africa",Pravica,https://www.crunchbase.com/organization/pravica,Pre-Seed,125000,USD,125000,2021-09-24,Pravica has created one of the world’s first truly private and secure communication platforms.,CV Labs
Grant - Swoove Delivery,https://www.crunchbase.com/funding_round/swoove-delivery-grant--31dc2e07,"Accra, Greater Accra, Ghana, Africa",Swoove Delivery,https://www.crunchbase.com/organization/swoove-delivery,Grant,15000,USD,15000,2021-10-30,Swoove is a firm that aims to assist SMEs in delivering goods door-to-door across Africa and the rest of the world.,MEST Express accelerator
Venture Round - Dataphyte,https://www.crunchbase.com/funding_round/dataphyte-series-unknown--226c1f79,"Abuja, Federal Capital Territory, Nigeria, Africa",Dataphyte,https://www.crunchbase.com/organization/dataphyte,Venture - Series Unknown,,,,2021-12-02,Dataphyte is a media research and data analytics organization.,Media Development Investment Fund
Seed Round - FinMeUp,https://www.crunchbase.com/funding_round/finmeup-seed--680f899b,"Stellenbosch, NA - South Africa, South Africa, Africa",FinMeUp,https://www.crunchbase.com/organization/finmeup,Seed,,,,2021-11-02,FinMeUp is a tech startup that provides financial education to its users via an online platform.,ZAQ Ventures
Series A - Kiwe app,https://www.crunchbase.com/funding_round/kiwe-app-series-a--05372dfe,"Gîza, Al Jizah, Egypt, Africa",Kiwe app,https://www.crunchbase.com/organization/kiwe-app,Series A,,,,2021-11-16,Kiwe app is a mobile payment application that enables users to transfer money instantly.,"EFG EV Fintech, EFG Hermes, Marakez"
Grant - Mydawa,https://www.crunchbase.com/funding_round/mydawa-grant--227cea27,"Nairobi, Nairobi Area, Kenya, Africa",Mydawa,https://www.crunchbase.com/organization/mydawa,Grant,135000000,KES,1200000,2021-11-30,"MYDAWA mission is to deliver quality, affordable, products and experiences that enable our customers live positive, healthy, lifestyles.",Bill & Melinda Gates Foundation
Debt Financing - Caisse Régionale de Refinancement Hypothécaire (CRRH-Uemoa),https://www.crunchbase.com/funding_round/caisse-régionale-de-refinancement-hypothécaire-crrh-uemoa-debt-financing--4f40f237,"Lomé, Maritime, Togo, Africa",Caisse Régionale de Refinancement Hypothécaire (CRRH-Uemoa),https://www.crunchbase.com/organization/caisse-régionale-de-refinancement-hypothécaire-crrh-uemoa,Debt Financing,40000000,EUR,44836916,2021-11-25,CRRH-Uemoa is financial institution that provides funds to banks for the refinancing of mortgage loans of the people in UEMOA countries.,PROPARCO
